assetName, assetId, routeId, ganttId, currentLocationId, nextLocationId, activityType, activityStartDateTime, activityEndDateTime, distance, cumulativeDistance, activityTime, cumulativeTime, activityCost, cumulativeCost, loadUnloadQty, loadUnloadWeight, loadUnloadCubic, loadUnloadShipmentCount, totalQtyOnAsset, totalWeightOnAsset, totalCubicOnAsset, totalShipmentCountOnAsset, remainingQtyCapacity, remainingWeightCapacity, remainingCubicCapacity, startLocationLatitude, startLocationLongitude, endLocationLatitude, endLocationLongitude, startDateTimeLocal, endDateTimeLocal
"Truck","000014","000014","1","DC_1","DC_1","EquipmentStart",04/08/2016 20:33,04/08/2016 20:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/08/2016 20:33,04/08/2016 20:33
"Truck","000014","000014","3","DC_1","DC_1","Load",04/08/2016 20:33,04/08/2016 20:33,0.00,0.00,0.00,0.00,0.00,0.00,275.00,0.00,0.00,3,275.00,0.00,0.00,3,725.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/08/2016 20:33,04/08/2016 20:33
"Truck","000014","000014","4","DC_1","cz_7","Travel",04/08/2016 20:33,04/09/2016 00:00,189.70,189.70,206.94,206.94,227.64,227.64,0.00,0.00,0.00,0,275.00,0.00,0.00,0,725.00,9999.00,9999.00,49.20,16.61,47.50,19.04,04/08/2016 20:33,04/09/2016 00:00
"Truck","000014","000014","5","cz_7","cz_7","Unload",04/09/2016 00:00,04/09/2016 00:00,0.00,189.70,0.00,206.94,35.00,262.64,86.00,0.00,0.00,1,189.00,0.00,0.00,2,811.00,9999.00,9999.00,47.50,19.04,47.50,19.04,04/09/2016 00:00,04/09/2016 00:00
"Truck","000014","000014","6","cz_7","cz_8","Travel",04/09/2016 00:00,04/09/2016 04:33,250.30,440.00,273.06,480.00,300.36,563.00,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,47.50,19.04,52.23,21.01,04/09/2016 00:00,04/09/2016 04:33
"Truck","000014","000014","7","cz_7","cz_8","LongBreak",04/09/2016 04:33,04/09/2016 04:33,0.00,440.00,0.00,480.00,0.00,563.00,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,47.50,19.04,52.23,21.01,04/09/2016 04:33,04/09/2016 04:33
"Truck","000014","000014","8","cz_7","cz_8","Travel",04/09/2016 04:33,04/09/2016 07:12,146.16,586.16,159.44,639.44,175.39,738.39,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,47.50,19.04,52.23,21.01,04/09/2016 04:33,04/09/2016 07:12
"Truck","000014","000014","9","cz_8","cz_8","Unload",04/09/2016 07:12,04/09/2016 07:12,0.00,586.16,0.00,639.44,35.00,773.39,189.00,0.00,0.00,2,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/09/2016 07:12,04/09/2016 07:12
"Truck","000014","000014","10","cz_8","cz_8","EquipmentEnd",04/09/2016 07:12,04/09/2016 07:12,0.00,586.16,0.00,639.44,0.00,773.39,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/09/2016 07:12,04/09/2016 07:12
"Truck","000015","000015","1","DC_1","DC_1","EquipmentStart",01/24/2016 17:56,01/24/2016 17:56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,01/24/2016 17:56,01/24/2016 17:56
"Truck","000015","000015","3","DC_1","DC_1","Load",01/24/2016 17:56,01/24/2016 17:56,0.00,0.00,0.00,0.00,0.00,0.00,93.00,0.00,0.00,1,93.00,0.00,0.00,1,907.00,9999.00,9999.00,49.20,16.61,49.20,16.61,01/24/2016 17:56,01/24/2016 17:56
"Truck","000015","000015","4","DC_1","cz_8","Travel",01/24/2016 17:56,01/25/2016 00:00,333.45,333.45,363.77,363.77,400.14,400.14,0.00,0.00,0.00,0,93.00,0.00,0.00,0,907.00,9999.00,9999.00,49.20,16.61,52.23,21.01,01/24/2016 17:56,01/25/2016 00:00
"Truck","000015","000015","5","cz_8","cz_8","Unload",01/25/2016 00:00,01/25/2016 00:00,0.00,333.45,0.00,363.77,35.00,435.14,93.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,01/25/2016 00:00,01/25/2016 00:00
"Truck","000015","000015","6","cz_8","cz_8","EquipmentEnd",01/25/2016 00:00,01/25/2016 00:00,0.00,333.45,0.00,363.77,0.00,435.14,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,01/25/2016 00:00,01/25/2016 00:00
"Truck","000016","000016","1","DC_1","DC_1","EquipmentStart",02/25/2016 23:59,02/25/2016 23:59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,02/25/2016 23:59,02/25/2016 23:59
"Truck","000016","000016","2","DC_1","DC_1","Wait",02/25/2016 23:59,02/26/2016 00:00,0.00,0.00,0.94,0.94,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,02/25/2016 23:59,02/26/2016 00:00
"Truck","000016","000016","4","DC_1","DC_1","Load",02/26/2016 00:00,02/26/2016 00:00,0.00,0.00,0.00,0.94,0.00,0.00,386.00,0.00,0.00,4,386.00,0.00,0.00,4,614.00,9999.00,9999.00,49.20,16.61,49.20,16.61,02/26/2016 00:00,02/26/2016 00:00
"Truck","000016","000016","5","DC_1","cz_7","Travel",02/26/2016 00:00,02/26/2016 03:26,189.70,189.70,206.94,207.89,227.64,227.64,0.00,0.00,0.00,0,386.00,0.00,0.00,0,614.00,9999.00,9999.00,49.20,16.61,47.50,19.04,02/26/2016 00:00,02/26/2016 03:26
"Truck","000016","000016","6","cz_7","cz_7","Unload",02/26/2016 03:26,02/26/2016 03:26,0.00,189.70,0.00,207.89,35.00,262.64,97.00,0.00,0.00,1,289.00,0.00,0.00,3,711.00,9999.00,9999.00,47.50,19.04,47.50,19.04,02/26/2016 03:26,02/26/2016 03:26
"Truck","000016","000016","7","cz_7","cz_8","Travel",02/26/2016 03:26,02/26/2016 08:00,250.30,440.00,273.06,480.94,300.36,563.00,0.00,0.00,0.00,0,289.00,0.00,0.00,0,711.00,9999.00,9999.00,47.50,19.04,52.23,21.01,02/26/2016 03:26,02/26/2016 08:00
"Truck","000016","000016","8","cz_7","cz_8","LongBreak",02/26/2016 08:00,02/26/2016 08:00,0.00,440.00,0.00,480.94,0.00,563.00,0.00,0.00,0.00,0,289.00,0.00,0.00,0,711.00,9999.00,9999.00,47.50,19.04,52.23,21.01,02/26/2016 08:00,02/26/2016 08:00
"Truck","000016","000016","9","cz_7","cz_8","Travel",02/26/2016 08:00,02/26/2016 10:39,146.16,586.16,159.44,640.39,175.39,738.39,0.00,0.00,0.00,0,289.00,0.00,0.00,0,711.00,9999.00,9999.00,47.50,19.04,52.23,21.01,02/26/2016 08:00,02/26/2016 10:39
"Truck","000016","000016","10","cz_8","cz_8","Unload",02/26/2016 10:39,02/26/2016 10:39,0.00,586.16,0.00,640.39,35.00,773.39,100.00,0.00,0.00,1,189.00,0.00,0.00,2,811.00,9999.00,9999.00,52.23,21.01,52.23,21.01,02/26/2016 10:39,02/26/2016 10:39
"Truck","000016","000016","11","cz_8","cz_2","Travel",02/26/2016 10:39,02/26/2016 16:00,293.84,880.00,320.56,960.94,352.61,1126.00,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,52.23,21.01,52.52,13.40,02/26/2016 10:39,02/26/2016 16:00
"Truck","000016","000016","12","cz_8","cz_2","LongBreak",02/26/2016 16:00,02/26/2016 16:00,0.00,880.00,0.00,960.94,0.00,1126.00,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,52.23,21.01,52.52,13.40,02/26/2016 16:00,02/26/2016 16:00
"Truck","000016","000016","13","cz_8","cz_2","Travel",02/26/2016 16:00,02/26/2016 17:30,82.55,962.55,90.05,1051.00,99.06,1225.06,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,52.23,21.01,52.52,13.40,02/26/2016 16:00,02/26/2016 17:30
"Truck","000016","000016","14","cz_2","cz_2","Wait",02/26/2016 17:30,02/28/2016 00:00,0.00,962.55,1829.95,2880.94,0.00,1225.06,0.00,0.00,0.00,0,189.00,0.00,0.00,0,811.00,9999.00,9999.00,52.52,13.40,52.52,13.40,02/26/2016 17:30,02/28/2016 00:00
"Truck","000016","000016","15","cz_2","cz_2","Unload",02/28/2016 00:00,02/28/2016 00:00,0.00,962.55,0.00,2880.94,35.00,1260.06,189.00,0.00,0.00,2,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,02/28/2016 00:00,02/28/2016 00:00
"Truck","000016","000016","16","cz_2","cz_2","EquipmentEnd",02/28/2016 00:00,02/28/2016 00:00,0.00,962.55,0.00,2880.94,0.00,1260.06,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,02/28/2016 00:00,02/28/2016 00:00
"Truck","000017","000017","1","DC_1","DC_1","EquipmentStart",04/26/2016 20:33,04/26/2016 20:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/26/2016 20:33,04/26/2016 20:33
"Truck","000017","000017","3","DC_1","DC_1","Load",04/26/2016 20:33,04/26/2016 20:33,0.00,0.00,0.00,0.00,0.00,0.00,272.00,0.00,0.00,3,272.00,0.00,0.00,3,728.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/26/2016 20:33,04/26/2016 20:33
"Truck","000017","000017","4","DC_1","cz_7","Travel",04/26/2016 20:33,04/27/2016 00:00,189.70,189.70,206.94,206.94,227.64,227.64,0.00,0.00,0.00,0,272.00,0.00,0.00,0,728.00,9999.00,9999.00,49.20,16.61,47.50,19.04,04/26/2016 20:33,04/27/2016 00:00
"Truck","000017","000017","5","cz_7","cz_7","Unload",04/27/2016 00:00,04/27/2016 00:00,0.00,189.70,0.00,206.94,35.00,262.64,92.00,0.00,0.00,1,180.00,0.00,0.00,2,820.00,9999.00,9999.00,47.50,19.04,47.50,19.04,04/27/2016 00:00,04/27/2016 00:00
"Truck","000017","000017","6","cz_7","cz_8","Travel",04/27/2016 00:00,04/27/2016 04:33,250.30,440.00,273.06,480.00,300.36,563.00,0.00,0.00,0.00,0,180.00,0.00,0.00,0,820.00,9999.00,9999.00,47.50,19.04,52.23,21.01,04/27/2016 00:00,04/27/2016 04:33
"Truck","000017","000017","7","cz_7","cz_8","LongBreak",04/27/2016 04:33,04/27/2016 04:33,0.00,440.00,0.00,480.00,0.00,563.00,0.00,0.00,0.00,0,180.00,0.00,0.00,0,820.00,9999.00,9999.00,47.50,19.04,52.23,21.01,04/27/2016 04:33,04/27/2016 04:33
"Truck","000017","000017","8","cz_7","cz_8","Travel",04/27/2016 04:33,04/27/2016 07:12,146.16,586.16,159.44,639.44,175.39,738.39,0.00,0.00,0.00,0,180.00,0.00,0.00,0,820.00,9999.00,9999.00,47.50,19.04,52.23,21.01,04/27/2016 04:33,04/27/2016 07:12
"Truck","000017","000017","9","cz_8","cz_8","Unload",04/27/2016 07:12,04/27/2016 07:12,0.00,586.16,0.00,639.44,35.00,773.39,97.00,0.00,0.00,1,83.00,0.00,0.00,1,917.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/27/2016 07:12,04/27/2016 07:12
"Truck","000017","000017","10","cz_8","cz_2","Travel",04/27/2016 07:12,04/27/2016 12:33,293.84,880.00,320.56,960.00,352.61,1126.00,0.00,0.00,0.00,0,83.00,0.00,0.00,0,917.00,9999.00,9999.00,52.23,21.01,52.52,13.40,04/27/2016 07:12,04/27/2016 12:33
"Truck","000017","000017","11","cz_8","cz_2","LongBreak",04/27/2016 12:33,04/27/2016 12:33,0.00,880.00,0.00,960.00,0.00,1126.00,0.00,0.00,0.00,0,83.00,0.00,0.00,0,917.00,9999.00,9999.00,52.23,21.01,52.52,13.40,04/27/2016 12:33,04/27/2016 12:33
"Truck","000017","000017","12","cz_8","cz_2","Travel",04/27/2016 12:33,04/27/2016 14:03,82.55,962.55,90.05,1050.05,99.06,1225.06,0.00,0.00,0.00,0,83.00,0.00,0.00,0,917.00,9999.00,9999.00,52.23,21.01,52.52,13.40,04/27/2016 12:33,04/27/2016 14:03
"Truck","000017","000017","13","cz_2","cz_2","Unload",04/27/2016 14:03,04/27/2016 14:03,0.00,962.55,0.00,1050.05,35.00,1260.06,83.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,04/27/2016 14:03,04/27/2016 14:03
"Truck","000017","000017","14","cz_2","cz_2","EquipmentEnd",04/27/2016 14:03,04/27/2016 14:03,0.00,962.55,0.00,1050.05,0.00,1260.06,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,04/27/2016 14:03,04/27/2016 14:03
"Truck","000018","000018","1","DC_1","DC_1","EquipmentStart",04/20/2016 18:16,04/20/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/20/2016 18:16,04/20/2016 18:16
"Truck","000018","000018","3","DC_1","DC_1","Load",04/20/2016 18:16,04/20/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,195.00,0.00,0.00,2,195.00,0.00,0.00,2,805.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/20/2016 18:16,04/20/2016 18:16
"Truck","000018","000018","4","DC_1","cz_2","Travel",04/20/2016 18:16,04/21/2016 00:00,314.82,314.82,343.44,343.44,377.78,377.78,0.00,0.00,0.00,0,195.00,0.00,0.00,0,805.00,9999.00,9999.00,49.20,16.61,52.52,13.40,04/20/2016 18:16,04/21/2016 00:00
"Truck","000018","000018","5","cz_2","cz_2","Unload",04/21/2016 00:00,04/21/2016 00:00,0.00,314.82,0.00,343.44,35.00,412.78,97.00,0.00,0.00,1,98.00,0.00,0.00,1,902.00,9999.00,9999.00,52.52,13.40,52.52,13.40,04/21/2016 00:00,04/21/2016 00:00
"Truck","000018","000018","6","cz_2","cz_8","Travel",04/21/2016 00:00,04/21/2016 02:16,125.18,440.00,136.56,480.00,150.22,563.00,0.00,0.00,0.00,0,98.00,0.00,0.00,0,902.00,9999.00,9999.00,52.52,13.40,52.23,21.01,04/21/2016 00:00,04/21/2016 02:16
"Truck","000018","000018","7","cz_2","cz_8","LongBreak",04/21/2016 02:16,04/21/2016 02:16,0.00,440.00,0.00,480.00,0.00,563.00,0.00,0.00,0.00,0,98.00,0.00,0.00,0,902.00,9999.00,9999.00,52.52,13.40,52.23,21.01,04/21/2016 02:16,04/21/2016 02:16
"Truck","000018","000018","8","cz_2","cz_8","Travel",04/21/2016 02:16,04/21/2016 06:50,251.21,691.21,274.05,754.05,301.45,864.45,0.00,0.00,0.00,0,98.00,0.00,0.00,0,902.00,9999.00,9999.00,52.52,13.40,52.23,21.01,04/21/2016 02:16,04/21/2016 06:50
"Truck","000018","000018","9","cz_8","cz_8","Unload",04/21/2016 06:50,04/21/2016 06:50,0.00,691.21,0.00,754.05,35.00,899.45,98.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/21/2016 06:50,04/21/2016 06:50
"Truck","000018","000018","10","cz_8","cz_8","EquipmentEnd",04/21/2016 06:50,04/21/2016 06:50,0.00,691.21,0.00,754.05,0.00,899.45,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/21/2016 06:50,04/21/2016 06:50
"Truck","000019","000019","1","DC_1","DC_1","EquipmentStart",04/02/2016 20:33,04/02/2016 20:33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/02/2016 20:33,04/02/2016 20:33
"Truck","000019","000019","3","DC_1","DC_1","Load",04/02/2016 20:33,04/02/2016 20:33,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,1,98.00,0.00,0.00,1,902.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/02/2016 20:33,04/02/2016 20:33
"Truck","000019","000019","4","DC_1","cz_7","Travel",04/02/2016 20:33,04/03/2016 00:00,189.70,189.70,206.94,206.94,227.64,227.64,0.00,0.00,0.00,0,98.00,0.00,0.00,0,902.00,9999.00,9999.00,49.20,16.61,47.50,19.04,04/02/2016 20:33,04/03/2016 00:00
"Truck","000019","000019","5","cz_7","cz_7","Unload",04/03/2016 00:00,04/03/2016 00:00,0.00,189.70,0.00,206.94,35.00,262.64,98.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,47.50,19.04,47.50,19.04,04/03/2016 00:00,04/03/2016 00:00
"Truck","000019","000019","6","cz_7","cz_7","EquipmentEnd",04/03/2016 00:00,04/03/2016 00:00,0.00,189.70,0.00,206.94,0.00,262.64,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,47.50,19.04,47.50,19.04,04/03/2016 00:00,04/03/2016 00:00
"Truck","000020","000020","1","DC_1","DC_1","EquipmentStart",05/05/2016 18:16,05/05/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,05/05/2016 18:16,05/05/2016 18:16
"Truck","000020","000020","3","DC_1","DC_1","Load",05/05/2016 18:16,05/05/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,194.00,0.00,0.00,2,194.00,0.00,0.00,2,806.00,9999.00,9999.00,49.20,16.61,49.20,16.61,05/05/2016 18:16,05/05/2016 18:16
"Truck","000020","000020","4","DC_1","cz_2","Travel",05/05/2016 18:16,05/06/2016 00:00,314.82,314.82,343.44,343.44,377.78,377.78,0.00,0.00,0.00,0,194.00,0.00,0.00,0,806.00,9999.00,9999.00,49.20,16.61,52.52,13.40,05/05/2016 18:16,05/06/2016 00:00
"Truck","000020","000020","5","cz_2","cz_2","Unload",05/06/2016 00:00,05/06/2016 00:00,0.00,314.82,0.00,343.44,35.00,412.78,194.00,0.00,0.00,2,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,05/06/2016 00:00,05/06/2016 00:00
"Truck","000020","000020","6","cz_2","cz_2","EquipmentEnd",05/06/2016 00:00,05/06/2016 00:00,0.00,314.82,0.00,343.44,0.00,412.78,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,05/06/2016 00:00,05/06/2016 00:00
"Truck","000021","000021","1","DC_1","DC_1","EquipmentStart",12/12/2016 18:16,12/12/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,12/12/2016 18:16,12/12/2016 18:16
"Truck","000021","000021","3","DC_1","DC_1","Load",12/12/2016 18:16,12/12/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,98.00,0.00,0.00,1,98.00,0.00,0.00,1,902.00,9999.00,9999.00,49.20,16.61,49.20,16.61,12/12/2016 18:16,12/12/2016 18:16
"Truck","000021","000021","4","DC_1","cz_2","Travel",12/12/2016 18:16,12/13/2016 00:00,314.82,314.82,343.44,343.44,377.78,377.78,0.00,0.00,0.00,0,98.00,0.00,0.00,0,902.00,9999.00,9999.00,49.20,16.61,52.52,13.40,12/12/2016 18:16,12/13/2016 00:00
"Truck","000021","000021","5","cz_2","cz_2","Unload",12/13/2016 00:00,12/13/2016 00:00,0.00,314.82,0.00,343.44,35.00,412.78,98.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,12/13/2016 00:00,12/13/2016 00:00
"Truck","000021","000021","6","cz_2","cz_2","EquipmentEnd",12/13/2016 00:00,12/13/2016 00:00,0.00,314.82,0.00,343.44,0.00,412.78,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,12/13/2016 00:00,12/13/2016 00:00
"Truck","000022","000022","1","DC_1","DC_1","EquipmentStart",01/11/2016 17:56,01/11/2016 17:56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,01/11/2016 17:56,01/11/2016 17:56
"Truck","000022","000022","3","DC_1","DC_1","Load",01/11/2016 17:56,01/11/2016 17:56,0.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,1,85.00,0.00,0.00,1,915.00,9999.00,9999.00,49.20,16.61,49.20,16.61,01/11/2016 17:56,01/11/2016 17:56
"Truck","000022","000022","4","DC_1","cz_8","Travel",01/11/2016 17:56,01/12/2016 00:00,333.45,333.45,363.77,363.77,400.14,400.14,0.00,0.00,0.00,0,85.00,0.00,0.00,0,915.00,9999.00,9999.00,49.20,16.61,52.23,21.01,01/11/2016 17:56,01/12/2016 00:00
"Truck","000022","000022","5","cz_8","cz_8","Unload",01/12/2016 00:00,01/12/2016 00:00,0.00,333.45,0.00,363.77,35.00,435.14,85.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,01/12/2016 00:00,01/12/2016 00:00
"Truck","000022","000022","6","cz_8","cz_8","EquipmentEnd",01/12/2016 00:00,01/12/2016 00:00,0.00,333.45,0.00,363.77,0.00,435.14,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,01/12/2016 00:00,01/12/2016 00:00
"Truck","000023","000023","1","DC_1","DC_1","EquipmentStart",05/23/2016 18:16,05/23/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,05/23/2016 18:16,05/23/2016 18:16
"Truck","000023","000023","3","DC_1","DC_1","Load",05/23/2016 18:16,05/23/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,94.00,0.00,0.00,1,94.00,0.00,0.00,1,906.00,9999.00,9999.00,49.20,16.61,49.20,16.61,05/23/2016 18:16,05/23/2016 18:16
"Truck","000023","000023","4","DC_1","cz_2","Travel",05/23/2016 18:16,05/24/2016 00:00,314.82,314.82,343.44,343.44,377.78,377.78,0.00,0.00,0.00,0,94.00,0.00,0.00,0,906.00,9999.00,9999.00,49.20,16.61,52.52,13.40,05/23/2016 18:16,05/24/2016 00:00
"Truck","000023","000023","5","cz_2","cz_2","Unload",05/24/2016 00:00,05/24/2016 00:00,0.00,314.82,0.00,343.44,35.00,412.78,94.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,05/24/2016 00:00,05/24/2016 00:00
"Truck","000023","000023","6","cz_2","cz_2","EquipmentEnd",05/24/2016 00:00,05/24/2016 00:00,0.00,314.82,0.00,343.44,0.00,412.78,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.52,13.40,52.52,13.40,05/24/2016 00:00,05/24/2016 00:00
"Truck","000024","000024","1","DC_1","DC_1","EquipmentStart",04/14/2016 18:16,04/14/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/14/2016 18:16,04/14/2016 18:16
"Truck","000024","000024","3","DC_1","DC_1","Load",04/14/2016 18:16,04/14/2016 18:16,0.00,0.00,0.00,0.00,0.00,0.00,192.00,0.00,0.00,2,192.00,0.00,0.00,2,808.00,9999.00,9999.00,49.20,16.61,49.20,16.61,04/14/2016 18:16,04/14/2016 18:16
"Truck","000024","000024","4","DC_1","cz_2","Travel",04/14/2016 18:16,04/15/2016 00:00,314.82,314.82,343.44,343.44,377.78,377.78,0.00,0.00,0.00,0,192.00,0.00,0.00,0,808.00,9999.00,9999.00,49.20,16.61,52.52,13.40,04/14/2016 18:16,04/15/2016 00:00
"Truck","000024","000024","5","cz_2","cz_2","Unload",04/15/2016 00:00,04/15/2016 00:00,0.00,314.82,0.00,343.44,35.00,412.78,93.00,0.00,0.00,1,99.00,0.00,0.00,1,901.00,9999.00,9999.00,52.52,13.40,52.52,13.40,04/15/2016 00:00,04/15/2016 00:00
"Truck","000024","000024","6","cz_2","cz_8","Travel",04/15/2016 00:00,04/15/2016 02:16,125.18,440.00,136.56,480.00,150.22,563.00,0.00,0.00,0.00,0,99.00,0.00,0.00,0,901.00,9999.00,9999.00,52.52,13.40,52.23,21.01,04/15/2016 00:00,04/15/2016 02:16
"Truck","000024","000024","7","cz_2","cz_8","LongBreak",04/15/2016 02:16,04/15/2016 02:16,0.00,440.00,0.00,480.00,0.00,563.00,0.00,0.00,0.00,0,99.00,0.00,0.00,0,901.00,9999.00,9999.00,52.52,13.40,52.23,21.01,04/15/2016 02:16,04/15/2016 02:16
"Truck","000024","000024","8","cz_2","cz_8","Travel",04/15/2016 02:16,04/15/2016 06:50,251.21,691.21,274.05,754.05,301.45,864.45,0.00,0.00,0.00,0,99.00,0.00,0.00,0,901.00,9999.00,9999.00,52.52,13.40,52.23,21.01,04/15/2016 02:16,04/15/2016 06:50
"Truck","000024","000024","9","cz_8","cz_8","Unload",04/15/2016 06:50,04/15/2016 06:50,0.00,691.21,0.00,754.05,35.00,899.45,99.00,0.00,0.00,1,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/15/2016 06:50,04/15/2016 06:50
"Truck","000024","000024","10","cz_8","cz_8","EquipmentEnd",04/15/2016 06:50,04/15/2016 06:50,0.00,691.21,0.00,754.05,0.00,899.45,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,52.23,21.01,52.23,21.01,04/15/2016 06:50,04/15/2016 06:50
"Truck","000025","000025","1","DC_1","DC_1","EquipmentStart",03/16/2016 13:20,03/16/2016 13:20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0,1000.00,9999.00,9999.00,49.20,16.61,49.20,16.61,03/16/2016 13:20,03/16/2016 13:20
"Truck","000025","000025","3","DC_1","DC_1","Load",03/16/2016 13:20,03/16/2016 13:20,0.00,0.00,0.00,0.00,0.00,0.00,172.00,0.00,0.00,2,172.00,0.00,0.00,2,828.00,9999.00,9999.00,49.20,16.61,49.20,16.61,03/16/2016 13:20,03/16/2016 13:20
"Truck","000025","000025","4","DC_1","cz_7","Travel",03/16/2016 13:20,03/16/2016 16:47,189.70,189.70,206.94,206.94,227.64,227.64,0.00,0.00,0.00,0,172.00,0.00,0.00,0,828.00,9999.00,9999.00,49.20,16.61,47.50,19.04,03/16/2016 13:20,03/16/2016 16:47
