ScenarioId	StepNumber	Replication	Time	Site	Product	Variable	Average	SimpleAverage	StdDev	Min	Max	Current	Total	Period
0	1	1	01/11/2016 00:00:00	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		SETUPUNITS						0.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		UTILIZEDUNITS						3.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		AVAILABLEUNITS						96.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		SETUPUNITS						0.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		UTILIZEDUNITS						4.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		AVAILABLEUNITS						95.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		SETUPUNITS						0.000000		1	
0	1	1	01/11/2016 00:00:00	"TRUCK"		UTILIZEDUNITS						5.000000		1	
0	1	1	01/11/2016 03:27:41	"TRUCK"		UTILIZEDUNITS						4.000000		1	
0	1	1	01/11/2016 03:27:41	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/11/2016 05:27:21	"TRUCK"		UTILIZEDUNITS						3.000000		1	
0	1	1	01/11/2016 05:27:21	"TRUCK"		SETUPUNITS						2.000000		1	
0	1	1	01/11/2016 05:43:28	"TRUCK"		UTILIZEDUNITS						2.000000		1	
0	1	1	01/11/2016 05:43:28	"TRUCK"		SETUPUNITS						3.000000		1	
0	1	1	01/11/2016 05:43:28	"TRUCK"		UTILIZEDUNITS						1.000000		1	
0	1	1	01/11/2016 05:43:28	"TRUCK"		SETUPUNITS						4.000000		1	
0	1	1	01/11/2016 06:04:44	"TRUCK"		UTILIZEDUNITS						0.000000		1	
0	1	1	01/11/2016 06:04:44	"TRUCK"		SETUPUNITS						5.000000		1	
0	1	1	01/11/2016 06:55:22	"TRUCK"		SETUPUNITS						4.000000		1	
0	1	1	01/11/2016 06:55:22	"TRUCK"		AVAILABLEUNITS						96.000000		1	
0	1	1	01/11/2016 10:54:42	"TRUCK"		SETUPUNITS						3.000000		1	
0	1	1	01/11/2016 10:54:42	"TRUCK"		AVAILABLEUNITS						97.000000		1	
0	1	1	01/11/2016 11:26:56	"TRUCK"		SETUPUNITS						2.000000		1	
0	1	1	01/11/2016 11:26:56	"TRUCK"		AVAILABLEUNITS						98.000000		1	
0	1	1	01/11/2016 11:26:56	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/11/2016 11:26:56	"TRUCK"		AVAILABLEUNITS						99.000000		1	
0	1	1	01/11/2016 12:09:28	"TRUCK"		SETUPUNITS						0.000000		1	
0	1	1	01/11/2016 12:09:28	"TRUCK"		AVAILABLEUNITS						100.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		AVAILABLEUNITS						99.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		SETUPUNITS						0.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		UTILIZEDUNITS						1.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		AVAILABLEUNITS						98.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		SETUPUNITS						0.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		UTILIZEDUNITS						2.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		AVAILABLEUNITS						97.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		SETUPUNITS						1.000000		1	
0	1	1	01/13/2016 00:00:00	"TRUCK"		SETUPUNITS						0.000000		1	
