SourceName	CustomerName	FlowUnits	Distance	FlowXDistance	ScenarioID	ScenarioStepNumber	
GREENFIELD_DC_16	CZ_DAYTON_OH	2358.00000	56.99016	134382.79535	0	1	
GREENFIELD_DC_16	CZ_EVANSVILLE_IN	1956.00000	213.60779	417816.84653	0	1	
GREENFIELD_DC_16	CZ_INDIANAPOLIS_IN	13674.00000	112.65153	1540396.97009	0	1	
GREENFIELD_DC_16	CZ_LEXINGTON_KY	4929.00000	86.56788	426693.07954	0	1	
GREENFIELD_DC_16	CZ_LOUISVILLE_KY	9957.00000	105.10675	1046547.87507	0	1	
GREENFIELD_DC_17	CZ_SAINT PETERSBURG_FL	4080.00000	161.98316	660891.29076	0	1	
GREENFIELD_DC_17	CZ_TAMPA_FL	5595.00000	143.11165	800709.70637	0	1	
GREENFIELD_DC_17	CZ_CLEARWATER_FL	1794.00000	159.49825	286139.85268	0	1	
GREENFIELD_DC_17	CZ_KISSIMMEE_FL	6846.00000	77.97389	533809.23056	0	1	
GREENFIELD_DC_17	CZ_ORLANDO_FL	3972.00000	58.68275	233087.89817	0	1	
GREENFIELD_DC_17	CZ_DAYTONA BEACH_FL	13436.00000	0.00000	0.00000	0	1	
GREENFIELD_DC_17	CZ_GAINESVILLE_FL	2073.00000	97.87060	202885.75445	0	1	
GREENFIELD_DC_17	CZ_JACKSONVILLE_FL	13695.00000	105.14569	1439970.27236	0	1	
GREENFIELD_DC_17	CZ_PALM BAY_FL	1719.00000	99.09527	170344.76183	0	1	
GREENFIELD_DC_17	CZ_TALLAHASSEE_FL	3024.00000	248.36113	751044.06254	0	1	
GREENFIELD_DC_18	CZ_COLORADO SPRINGS_CO	6939.00000	141.92256	984800.62076	0	1	
GREENFIELD_DC_18	CZ_PUEBLO_CO	1776.00000	188.82620	335355.33698	0	1	
GREENFIELD_DC_18	CZ_AURORA_CO	5418.00000	68.62101	371788.60708	0	1	
GREENFIELD_DC_18	CZ_DENVER _CO	10002.00000	67.09820	671116.20159	0	1	
GREENFIELD_DC_18	CZ_CENTENNIAL_CO	1674.00000	80.27870	134386.54814	0	1	
GREENFIELD_DC_18	CZ_ARVADA_CO	1773.00000	62.54943	110900.14066	0	1	
GREENFIELD_DC_18	CZ_WESTMINSTER_CO	1770.00000	60.68600	107414.22331	0	1	
GREENFIELD_DC_18	CZ_THORNTON_CO	1980.00000	57.56855	113985.73277	0	1	
GREENFIELD_DC_18	CZ_LAKEWOOD_CO	2382.00000	68.31390	162723.71485	0	1	
GREENFIELD_DC_18	CZ_WEST JORDAN_UT	1728.00000	419.66904	725188.09764	0	1	
GREENFIELD_DC_18	CZ_WEST VALLEY CITY_UT	2157.00000	420.97126	908034.99879	0	1	
GREENFIELD_DC_18	CZ_SALT LAKE CITY_UT	3108.00000	417.25714	1296835.18241	0	1	
GREENFIELD_DC_18	CZ_PROVO_UT	1875.00000	405.25547	759854.00141	0	1	
GREENFIELD_DC_18	CZ_BILLINGS_MT	1737.00000	466.41514	810163.09879	0	1	
GREENFIELD_DC_18	CZ_FORT COLLINS_CO	2400.00000	0.00000	0.00000	0	1	
GREENFIELD_DC_19	CZ_AKRON_OH	3318.00000	52.72215	174932.09588	0	1	
GREENFIELD_DC_19	CZ_CLEVELAND_OH	6615.00000	69.76960	461525.87590	0	1	
GREENFIELD_DC_19	CZ_BUFFALO_NY	4356.00000	179.98988	784035.93093	0	1	
GREENFIELD_DC_19	CZ_NIAGARA FALLS_NY	6513.00000	187.68486	1222391.47699	0	1	
GREENFIELD_DC_19	CZ_ERIE_PA	1695.00000	89.76787	152156.54507	0	1	
GREENFIELD_DC_19	CZ_PITTSBURGH_PA	5094.00000	66.13367	336884.90971	0	1	
GREENFIELD_DC_19	CZ_ROCHESTER_NY	3510.00000	246.49753	865206.33313	0	1	
GREENFIELD_DC_19	CZ_YOUNGSTOWN_OH	6954.00000	0.00000	0.00000	0	1	
MFG_ANN ARBOR_MI	CZ_BATTLE CREEK_MI	2590.00000	85.64872	221830.17705	0	1	
MFG_ANN ARBOR_MI	CZ_LANSING_MI	1905.00000	60.33426	114936.76286	0	1	
MFG_ANN ARBOR_MI	CZ_FLINT_MI	1707.00000	60.03420	102478.38674	0	1	
MFG_ANN ARBOR_MI	CZ_SAGINAW_MI	1963.00000	92.69013	181950.73164	0	1	
MFG_ANN ARBOR_MI	CZ_STERLING HEIGHTS_MI	2163.00000	46.25323	100045.74686	0	1	
MFG_ANN ARBOR_MI	CZ_WARREN_MI	2235.00000	45.96643	102734.98076	0	1	
MFG_ANN ARBOR_MI	CZ_DETROIT_MI	11895.00000	41.17153	489735.30232	0	1	
MFG_ANN ARBOR_MI	CZ_INKSTER_MI	11424.00000	26.23687	299730.05038	0	1	
MFG_ANN ARBOR_MI	CZ_PONTIAC_MI	5034.00000	39.69216	199810.35630	0	1	
MFG_ANN ARBOR_MI	CZ_ANN ARBOR_MI	1899.00000	0.62663	1189.97687	0	1	
MFG_ANN ARBOR_MI	CZ_FORT WAYNE_IN	4227.00000	128.38046	542664.21701	0	1	
MFG_ANN ARBOR_MI	CZ_GRAND RAPIDS_MI	3135.00000	127.25108	398932.12297	0	1	
MFG_ANN ARBOR_MI	CZ_TOLEDO_OH	4788.00000	53.22324	254832.85737	0	1	
