SiteName	ProductName	PeriodName	ScenarioID	ScenarioStepNumber	TargetServiceLevel	OptimizedAverageServiceLevel	ServiceType	SafetyStock	ExtraSafetyStock	USFSafetyStock	TotalSafetyStock	SafetyStockDOS	SafetyStockCost	Coverage	DemandMean	DemandStdDev	DemandClass	SourceName	DestinationName	BOMName	Mode	ServiceTime	ImmediateLeadTime	MaxLeadTime	BatchSize	RecommendedPolicy	PolicyParameter1	PolicyParameter2	ExpectedType1Service	ExpectedType2Service	ExpectedType3Service	LeadTimeDemandDistribution	LeadTimeDemandMean	LeadTimeDemandStdDev	AverageBackorders	AverageInventory	AverageOrderQty	SourcingType	RQPolicyParam1	RQPolicyParam2	BSPolicyParam1	BSPolicyParam2	sSPolicyParam1	sSPolicyParam2	TSPolicyParam1	TSPolicyParam2	SafetyStockValue	ProductSet	CycleStock	CycleStockCost	WorkInProgressInventory	WorkInProgressInventoryCost	IncomingInTransitInventory	IncomingInTransitInventoryCost	TotalInventory	TotalInventoryCost	TotalInventoryValue	Status	SubModelID
Filling Plant	Pack_01	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	6.09677	23.61688	ExtremelySlow					0.00000	1.00000	1.00000	1.00000	R,Q	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	6.09677	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	3.84351	0.03917	4.34351	0.04427	4.34351	Skipped	12
Pack Supplier	Pack_02	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	105.35484	99.25272	Slow-HighlyVariable					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	148.45460	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	0.00000	0.00000	0.50000	0.00510	0.50000	Success	12
Pack Supplier	Pack_01	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	6.09677	23.61688	ExtremelySlow					0.00000	0.00000	0.00000	1.00000	R,Q	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	6.09677	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	0.00000	0.00000	0.50000	0.00510	0.50000	Skipped	12
Plant2	Bulk_01	PERIOD_012	0	1	0.95000	0.00000	Type1	678.00000	0.00000	0.00000	678.00000	6.08336	207.30082	11.00000	111.45161	113.38955	Slow-HighlyVariable					0.00000	10.00000	22.00000	1.00000	s,S	1903.00000	1904.00000	0.95002		0.95012	Mixture of Distributions	1225.96774	376.07058	11.15318	688.68544	157.04668	Single	1903.00000	1.00000	1904.00000		1903.00000	1904.00000	0	0	20340.00000	1	0.50000	0.15288	557.25806	170.38356	0.00000	0.00000	1235.75806	377.83726	37072.74194	Success	12
Plant1	000001	PERIOD_012	0	1	0.95000	0.00000	Type1	1355.00000	8645.00000	0.00000	10000.00000	44.86252	1019.17808	11.00000	222.90323	226.77909	Slow-HighlyVariable					0.00000	10.00000	11.00000	1.00000	s,S	3806.00000	3807.00000	0.95002		0.95007	Mixture of Distributions	2451.93548	752.14116	22.33130	1376.89582	314.09142	Single	3806.00000	1.00000	3807.00000		3806.00000	3807.00000	0	0	100000.00000	1	0.50000	0.05096	1114.51613	113.58904	0.00000	0.00000	11115.01613	1132.81808	111150.16129	Success	12
Plant1	Raw_02	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	668.70968	680.33728	Slow-HighlyVariable					1.00000	1.00000	1.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	942.27285	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.01019	0.00000	0.00000	478.12742	9.74594	478.62742	9.75613	957.25484	Success	12
Plant1	Raw_01	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	557.25806	566.94773	Slow-HighlyVariable						1.00000	1.00000	3.00000	s,S	0	3.00000				Mixture of Distributions	0.00000	0.00000	0.00000	2.00000	785.22919	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.01529	0.00000	0.00000	398.43952	4.06081	399.93952	4.07610	399.93952	Success	12
Plant1	000002	PERIOD_012	0	1	0.95000	0.00000	Type1	2032.00000	7968.00000	0.00000	10000.00000	29.90835	1528.76712	11.00000	334.35484	340.16864	Slow-HighlyVariable					0.00000	10.00000	11.00000	1.00000	s,S	5709.00000	5710.00000	0.95002		0.95006	Mixture of Distributions	3677.90323	1128.21174	33.50943	2065.10620	471.13667	Single	5709.00000	1.00000	5710.00000		5709.00000	5710.00000	0	0	150000.00000	1	0.50000	0.07644	1671.77419	255.57534	0.00000	0.00000	11672.27419	1784.41890	175084.11290	Success	12
Plant1	Raw_03	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1448.87097	1474.06410	Slow-HighlyVariable						1.00000	1.00000	3.00000	s,S	0	3.00000				Mixture of Distributions	0.00000	0.00000	0.00000	2.00000	2041.59148	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.04586	0.00000	0.00000	1035.94274	31.67430	1037.44274	31.72017	3112.32823	Success	12
Plant1	000003	PERIOD_012	0	1	0.95000	0.00000	Type1	2709.00000	7291.00000	0.00000	10000.00000	22.43126	2038.35616	11.00000	445.80645	453.55819	Slow-HighlyVariable					0.00000	10.00000	11.00000	1.00000	s,S	7612.00000	7613.00000	0.95002		0.95005	Mixture of Distributions	4903.87097	1504.28232	44.68756	2753.31659	628.18203	Single	7612.00000	1.00000	7613.00000		7612.00000	7613.00000	0	0	200000.00000	1	0.50000	0.10192	2229.03226	454.35616	0.00000	0.00000	12229.53226	2492.81425	244590.64516	Success	12
Raw Material Supplier	Raw_02	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	668.70968	680.33728	Slow-HighlyVariable					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	942.27285	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.01019	0.00000	0.00000	0.00000	0.00000	0.50000	0.01019	1.00000	Success	12
Raw Material Supplier	Raw_01	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	557.25806	566.94773	Slow-HighlyVariable					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	785.22743	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	0.00000	0.00000	0.50000	0.00510	0.50000	Success	12
Raw Material Supplier	Raw_03	PERIOD_012	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1448.87097	1474.06410	Slow-HighlyVariable					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	2041.59096	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.01529	0.00000	0.00000	0.00000	0.00000	0.50000	0.01529	1.50000	Success	12
