SiteName	ProductName	PeriodName	ScenarioID	ScenarioStepNumber	TargetServiceLevel	OptimizedAverageServiceLevel	ServiceType	SafetyStock	ExtraSafetyStock	USFSafetyStock	TotalSafetyStock	SafetyStockDOS	SafetyStockCost	Coverage	DemandMean	DemandStdDev	DemandClass	SourceName	DestinationName	BOMName	Mode	ServiceTime	ImmediateLeadTime	MaxLeadTime	BatchSize	RecommendedPolicy	PolicyParameter1	PolicyParameter2	ExpectedType1Service	ExpectedType2Service	ExpectedType3Service	LeadTimeDemandDistribution	LeadTimeDemandMean	LeadTimeDemandStdDev	AverageBackorders	AverageInventory	AverageOrderQty	SourcingType	RQPolicyParam1	RQPolicyParam2	BSPolicyParam1	BSPolicyParam2	sSPolicyParam1	sSPolicyParam2	TSPolicyParam1	TSPolicyParam2	SafetyStockValue	ProductSet	CycleStock	CycleStockCost	WorkInProgressInventory	WorkInProgressInventoryCost	IncomingInTransitInventory	IncomingInTransitInventoryCost	TotalInventory	TotalInventoryCost	TotalInventoryValue	Status	SubModelID
Filling Plant	Bulk_02	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ExtremelySlow					0.00000	4.00000	26.00000	1.00000	R,Q	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000		Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.20384	0.00000	0.00000	0.00000	0.00000	0.50000	0.20384	20.00000	Skipped	1
DC_1	FG_01	PERIOD_001	0	1	0.95000	0.00000	Type1	126.00000	0.00000	0.00000	126.00000	2.88799	128.41644	1.00000	43.62903	61.36204	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	169.00000	170.00000	0.95034		0.95067	Mixture of Distributions	43.62903	62.16833	3.79415	129.66512	104.03846	Single	169.00000	1.00000	170.00000		169.00000	170.00000	0	0	12600.00000	1	0.50000	0.50959	0.00000	0.00000	16.72446	17.04521	143.22446	145.97123	14322.44624	Success	1
DC_4	FG_02	PERIOD_001	0	1	0.95000	0.00000	Type1	117.00000	0.00000	0.00000	117.00000	2.65132	143.09260	1.00000	44.12903	56.95714	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	161.00000	162.00000	0.95034		0.95072	Mixture of Distributions	44.12903	57.84474	3.34928	120.72024	91.20002	Single	161.00000	1.00000	162.00000		161.00000	162.00000	0	0	14040.00000	1	0.50000	0.61151	0.00000	0.00000	19.34323	23.65703	136.84323	167.36114	16421.18710	Success	1
DC_1	FG_02	PERIOD_001	0	1	0.95000	0.00000	Type1	107.00000	0.00000	0.00000	107.00000	2.03998	130.86247	1.00000	52.45161	51.63257	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	159.00000	160.00000	0.95064		0.95110	Mixture of Distributions	52.45161	53.00829	2.60766	109.65605	81.30001	Single	159.00000	1.00000	160.00000		159.00000	160.00000	0	0	12840.00000	1	0.50000	0.61151	0.00000	0.00000	20.10645	24.59047	127.60645	156.06444	15312.77419	Success	1
DC_6	FG_01	PERIOD_001	0	1	0.95000	0.00000	Type1	98.00000	0.00000	0.00000	98.00000	2.66258	99.87945	1.00000	36.80645	47.12142	Slow-LowVariable						1.00000	43.00000	1.00000	BaseStock	135.00000		0.95078		0.95123	Mixture of Distributions	36.80645	47.86767	2.73052	100.42407	95.08333	Single	134.00000	1.00000	135.00000		134.00000	135.00000	0	0	9800.00000	1	0.50000	0.50959	0.00000	0.00000	7.86738	8.01826	106.36738	108.40730	10636.73790	Success	1
DC_6	FG_02	PERIOD_001	0	1	0.95000	0.00000	Type1	103.00000	0.00000	0.00000	103.00000	2.84581	125.97041	1.00000	36.19355	50.32522	Lumpy						1.00000	43.00000	1.00000	T,S	0	140.00000	0.95026		0.95067	Mixture of Distributions	36.19355	51.00170	3.09086	106.39731	70.13653	Single	139.00000	1.00000	140.00000		139.00000	140.00000	0	0	12360.00000	1	0.50000	0.61151	0.00000	0.00000	7.73637	9.46169	111.23637	136.04361	13348.36452	Success	1
DC_4	FG_01	PERIOD_001	0	1	0.95000	0.00000	Type1	119.00000	0.00000	0.00000	119.00000	3.15164	121.28219	1.00000	37.75806	58.36250	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	156.00000	157.00000	0.95027		0.95061	Mixture of Distributions	37.75806	58.99814	3.81916	122.56109	117.05000	Single	156.00000	1.00000	157.00000		156.00000	157.00000	0	0	11900.00000	1	0.50000	0.50959	0.00000	0.00000	16.55062	16.86803	136.05062	138.65981	13605.06183	Success	1
Plant2	Bulk_02	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ExtremelySlow					0.00000	10.00000	22.00000	1.00000	R,Q	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000		Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.20384	0.00000	0.00000	0.00000	0.00000	0.50000	0.20384	20.00000	Skipped	1
Plant2	000001	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	501.93548	418.37574	Smooth						1.00000	12.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	576.30242	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.15288	0.00000	0.00000	362.64839	36.96033	364.14839	37.11321	3641.48387	Success	1
Plant2	000002	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	752.90323	627.56361	Smooth						1.00000	12.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	864.44836	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.22932	0.00000	0.00000	543.97258	83.16074	545.47258	83.39005	8182.08871	Success	1
Plant2	000003	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1003.87097	836.75149	Smooth						1.00000	12.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	1152.59544	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.30575	0.00000	0.00000	725.29677	147.84132	726.79677	148.14707	14535.93548	Success	1
Filling Plant	FG_01	PERIOD_001	0	1	0.95000	0.00000	Type1	940.00000	0.00000	0.00000	940.00000	7.95306	958.02740	20.00000	118.19355	115.93573	Slow-HighlyVariable						10.00000	42.00000	1.00000	s,S	3303.00000	3304.00000	0.95002		0.95010	Mixture of Distributions	2363.87097	532.71892	14.54419	954.17323	174.47621	Single	3303.00000	1.00000	3304.00000		3303.00000	3304.00000	0	0	94000.00000	1	0.50000	0.50959	590.96774	602.30137	0.00000	0.00000	1531.46774	1560.83836	153146.77419	Success	1
Filling Plant	FG_02	PERIOD_001	0	1	0.95000	0.00000	Type1	978.00000	0.00000	0.00000	978.00000	7.36589	1196.10740	20.00000	132.77419	120.62413	Erratic						10.00000	42.00000	1.00000	s,S	3633.00000	3634.00000	0.95007		0.95014	Mixture of Distributions	2655.48387	556.67927	14.92763	992.94375	158.31465	Single	3633.00000	1.00000	3634.00000		3633.00000	3634.00000	0	0	117360.00000	1	0.50000	0.61151	663.87097	811.92329	0.00000	0.00000	1642.37097	2008.64219	197084.51613	Success	1
Filling Plant	Pack_01	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	118.19355	115.93573	Slow-HighlyVariable					1.00000	1.00000	1.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	174.47621	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	74.51118	0.75940	75.01118	0.76450	75.01118	Success	1
Filling Plant	Bulk_01	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	250.96774	209.18787	Smooth						10.00000	32.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	288.16129	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.45863	0.00000	0.00000	2509.67742	767.34247	2511.17742	767.80110	75335.32258	Success	1
Filling Plant	Pack_02	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	132.77419	120.62413	Erratic					1.00000	1.00000	1.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	158.31465	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	83.70306	0.85308	84.20306	0.85818	84.20306	Success	1
Pack Supplier	Pack_01	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	118.19355	115.93573	Slow-HighlyVariable					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	174.47621	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	0.00000	0.00000	0.50000	0.00510	0.50000	Success	1
Pack Supplier	Pack_02	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	132.77419	120.62413	Erratic					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	158.31465	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	0.00000	0.00000	0.50000	0.00510	0.50000	Success	1
Plant2	Bulk_01	PERIOD_001	0	1	0.95000	0.00000	Type1	1142.00000	0.00000	0.00000	1142.00000	4.55039	349.17041	11.00000	250.96774	209.18787	Smooth					0.00000	10.00000	22.00000	1.00000	R,Q	3902.00000	1.00000	0.95002		0.95010	Normal	2760.64516	693.79768	14.46296	1156.31780	288.14945	Single	3902.00000	1.00000	3903.00000		3902.00000	3903.00000	0	0	34260.00000	1	0.50000	0.15288	1254.83871	383.67123	0.00000	0.00000	2397.33871	732.99452	71920.16129	Success	1
Plant1	000001	PERIOD_001	0	1	0.95000	0.00000	Type1	2283.00000	7717.00000	0.00000	10000.00000	19.92288	1019.17808	11.00000	501.93548	418.37574	Smooth					0.00000	10.00000	11.00000	1.00000	R,Q	7804.00000	1.00000	0.95002		0.95006	Normal	5521.29032	1387.59536	28.95087	2312.16054	576.29690	Single	7804.00000	1.00000	7805.00000		7804.00000	7805.00000	0	0	100000.00000	1	0.50000	0.05096	2509.67742	255.78082	0.00000	0.00000	12510.17742	1275.00986	125101.77419	Success	1
Plant1	Raw_02	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1505.80645	1255.12723	Smooth					1.00000	1.00000	1.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	1728.88907	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.01019	0.00000	0.00000	1076.65161	21.94599	1077.15161	21.95619	2154.30323	Success	1
Plant1	Raw_01	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1254.83871	1045.93936	Smooth						1.00000	1.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	1440.74296	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.01529	0.00000	0.00000	897.20968	9.14416	898.70968	9.15945	898.70968	Success	1
Plant1	000002	PERIOD_001	0	1	0.95000	0.00000	Type1	3424.00000	6576.00000	0.00000	10000.00000	13.28192	1528.76712	11.00000	752.90323	627.56361	Smooth					0.00000	10.00000	11.00000	1.00000	R,Q	11706.00000	1.00000	0.95002		0.95005	Normal	8281.93548	2081.39304	43.43878	3468.00330	864.44483	Single	11706.00000	1.00000	11707.00000		11706.00000	11707.00000	0	0	150000.00000	1	0.50000	0.07644	3764.51613	575.50685	0.00000	0.00000	13765.01613	2104.35041	206475.24194	Success	1
Plant1	Raw_03	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3262.58065	2719.44233	Smooth						1.00000	1.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	3745.92670	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.04586	0.00000	0.00000	2332.74516	71.32448	2334.24516	71.37035	7002.73548	Success	1
Plant1	000003	PERIOD_001	0	1	0.95000	0.00000	Type1	4565.00000	5435.00000	0.00000	10000.00000	9.96144	2038.35616	11.00000	1003.87097	836.75149	Smooth					0.00000	10.00000	11.00000	1.00000	R,Q	15607.00000	1.00000	0.94999		0.95001	Normal	11042.58065	2775.19072	57.97668	4622.89603	1152.59287	Single	15607.00000	1.00000	15608.00000		15607.00000	15608.00000	0	0	200000.00000	1	0.50000	0.10192	5019.35484	1023.12329	0.00000	0.00000	15019.85484	3061.58137	300397.09677	Success	1
Raw Material Supplier	Raw_02	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1505.80645	1255.12723	Smooth					0.00000	0.00000	0.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	1728.88907	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.01019	0.00000	0.00000	0.00000	0.00000	0.50000	0.01019	1.00000	Success	1
Raw Material Supplier	Raw_01	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1254.83871	1045.93936	Smooth					0.00000	0.00000	0.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	1440.74096	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00510	0.00000	0.00000	0.00000	0.00000	0.50000	0.00510	0.50000	Success	1
Raw Material Supplier	Raw_03	PERIOD_001	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3262.58065	2719.44233	Smooth					0.00000	0.00000	0.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	3745.92600	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.01529	0.00000	0.00000	0.00000	0.00000	0.50000	0.01529	1.50000	Success	1
Filling Plant	Bulk_02	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ExtremelySlow					0.00000	4.00000	26.00000	1.00000	R,Q	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000		Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.19068	0.00000	0.00000	0.00000	0.00000	0.50000	0.19068	20.00000	Skipped	2
DC_1	FG_01	PERIOD_002	0	1	0.95000	0.00000	Type1	150.00000	0.00000	0.00000	150.00000	2.43971	143.01370	1.00000	61.48276	72.52321	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	211.00000	212.00000	0.95057		0.95088	Mixture of Distributions	61.48276	73.87431	4.04368	154.06092	118.86667	Single	211.00000	1.00000	212.00000		211.00000	212.00000	0	0	15000.00000	1	0.50000	0.47671	0.00000	0.00000	23.56839	22.47068	174.06839	165.96110	17406.83908	Success	2
DC_4	FG_02	PERIOD_002	0	1	0.95000	0.00000	Type1	101.00000	0.00000	0.00000	101.00000	2.32460	115.55507	1.00000	43.44828	48.56997	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	144.00000	145.00000	0.95092		0.95138	Mixture of Distributions	43.44828	49.57640	2.60445	103.65618	78.75000	Single	144.00000	1.00000	145.00000		144.00000	145.00000	0	0	12120.00000	1	0.50000	0.57205	0.00000	0.00000	19.04483	21.78937	120.54483	137.91649	14465.37931	Success	2
DC_1	FG_02	PERIOD_002	0	1	0.95000	0.00000	Type1	112.00000	0.00000	0.00000	112.00000	2.69097	128.14027	1.00000	41.62069	54.47831	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	153.00000	154.00000	0.95007		0.95046	Mixture of Distributions	41.62069	55.30397	3.24526	115.12457	80.46781	Single	153.00000	1.00000	154.00000		153.00000	154.00000	0	0	13440.00000	1	0.50000	0.57205	0.00000	0.00000	15.95460	18.25381	128.45460	146.96614	15414.55172	Success	2
DC_6	FG_01	PERIOD_002	0	1	0.95000	0.00000	Type1	86.00000	0.00000	0.00000	86.00000	3.34765	81.99452	1.00000	25.68966	42.44501	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	111.00000	112.00000	0.95026		0.95071	Mixture of Distributions	25.68966	42.84987	2.88494	88.69528	93.12500	Single	111.00000	1.00000	112.00000		111.00000	112.00000	0	0	8600.00000	1	0.50000	0.47671	0.00000	0.00000	5.49116	5.23541	91.99116	87.70664	9199.11638	Success	2
DC_6	FG_02	PERIOD_002	0	1	0.95000	0.00000	Type1	69.00000	0.00000	0.00000	69.00000	3.18631	78.94356	1.00000	21.65517	33.46029	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	90.00000	91.00000	0.95092		0.95149	Mixture of Distributions	21.65517	33.82498	2.15169	70.99652	52.33557	Single	90.00000	1.00000	91.00000		90.00000	91.00000	0	0	8280.00000	1	0.50000	0.57205	0.00000	0.00000	4.62879	5.29585	74.12879	84.81146	8895.45517	Success	2
DC_4	FG_01	PERIOD_002	0	1	0.95000	0.00000	Type1	106.00000	0.00000	0.00000	106.00000	2.72518	101.06301	1.00000	38.89655	51.07861	Slow-HighlyVariable						1.00000	43.00000	1.00000	s,S	144.00000	145.00000	0.95065		0.95106	Mixture of Distributions	38.89655	51.84776	3.01295	108.61640	94.00000	Single	144.00000	1.00000	145.00000		144.00000	145.00000	0	0	10600.00000	1	0.50000	0.47671	0.00000	0.00000	17.04966	16.25556	123.54966	117.79529	12354.96552	Success	2
Plant2	Bulk_02	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000			ExtremelySlow					0.00000	10.00000	22.00000	1.00000	R,Q	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000		Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.19068	0.00000	0.00000	0.00000	0.00000	0.50000	0.19068	20.00000	Skipped	2
Plant2	000001	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	465.58621	376.25196	Smooth						1.00000	12.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	613.72727	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.14301	0.00000	0.00000	336.38603	32.07187	337.88603	32.21489	3378.86034	Success	2
Plant2	000002	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	698.37931	564.37794	Smooth						1.00000	12.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	920.59091	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.21452	0.00000	0.00000	504.57905	72.16172	506.07905	72.37624	7591.18578	Success	2
Plant2	000003	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	931.17241	752.50392	Smooth						1.00000	12.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	1227.45455	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.28603	0.00000	0.00000	672.77207	128.28750	674.27207	128.57352	13485.44138	Success	2
Filling Plant	FG_01	PERIOD_002	0	1	0.95000	0.00000	Type1	906.00000	0.00000	0.00000	906.00000	7.18654	863.80274	20.00000	126.06897	111.68704	Slow-HighlyVariable						10.00000	42.00000	1.00000	s,S	3427.00000	3428.00000	0.95012		0.95020	Mixture of Distributions	2521.37931	516.24464	13.75190	919.87259	182.80000	Single	3427.00000	1.00000	3428.00000		3427.00000	3428.00000	0	0	90600.00000	1	0.50000	0.47671	630.34483	600.98630	0.00000	0.00000	1536.84483	1465.26575	153684.48276	Success	2
Filling Plant	FG_02	PERIOD_002	0	1	0.95000	0.00000	Type1	671.00000	0.00000	0.00000	671.00000	6.28724	767.69753	20.00000	106.72414	87.80412	Smooth						10.00000	42.00000	1.00000	R,Q	2806.00000	1.00000	0.95014		0.95027	Normal	2134.48276	407.91531	8.47013	680.48737	147.38095	Single	2806.00000	1.00000	2807.00000		2806.00000	2807.00000	0	0	80520.00000	1	0.50000	0.57205	533.62069	610.52055	0.00000	0.00000	1205.12069	1378.79014	144614.48276	Success	2
Filling Plant	Pack_01	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	126.06897	111.68704	Slow-HighlyVariable					1.00000	1.00000	1.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	182.80000	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00477	0.00000	0.00000	79.47598	0.75774	79.97598	0.76251	79.97598	Success	2
Filling Plant	Bulk_01	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	232.79310	188.12598	Smooth						10.00000	32.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	306.86364	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.42904	0.00000	0.00000	2327.93103	665.85205	2329.43103	666.28110	69882.93103	Success	2
Filling Plant	Pack_02	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	106.72414	87.80412	Smooth					1.00000	1.00000	1.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	147.38095	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00477	0.00000	0.00000	67.28068	0.64147	67.78068	0.64624	67.78068	Success	2
Pack Supplier	Pack_01	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	126.06897	111.68704	Slow-HighlyVariable					0.00000	0.00000	0.00000	1.00000	s,S	0	1.00000				Mixture of Distributions	0.00000	0.00000	0.00000	1.00000	182.80000	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00477	0.00000	0.00000	0.00000	0.00000	0.50000	0.00477	0.50000	Success	2
Pack Supplier	Pack_02	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	106.72414	87.80412	Smooth					0.00000	0.00000	0.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	147.38095	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00477	0.00000	0.00000	0.00000	0.00000	0.50000	0.00477	0.50000	Success	2
Plant2	Bulk_01	PERIOD_002	0	1	0.95000	0.00000	Type1	1027.00000	0.00000	0.00000	1027.00000	4.41164	293.75014	11.00000	232.79310	188.12598	Smooth					0.00000	10.00000	22.00000	1.00000	R,Q	3587.00000	1.00000	0.95000		0.95008	Normal	2560.72414	623.94329	13.01238	1039.78824	306.86364	Single	3587.00000	1.00000	3588.00000		3587.00000	3588.00000	0	0	30810.00000	1	0.50000	0.14301	1163.96552	332.92603	0.00000	0.00000	2191.46552	626.81918	65743.96552	Success	2
Plant1	000001	PERIOD_002	0	1	0.95000	0.00000	Type1	2053.00000	7947.00000	0.00000	10000.00000	21.47830	953.42466	11.00000	465.58621	376.25196	Smooth					0.00000	10.00000	11.00000	1.00000	R,Q	7174.00000	1.00000	0.95000		0.95004	Normal	5121.44828	1247.88658	26.04971	2079.10144	613.72727	Single	7174.00000	1.00000	7175.00000		7174.00000	7175.00000	0	0	100000.00000	1	0.50000	0.04767	2327.93103	221.95068	0.00000	0.00000	12328.43103	1175.42301	123284.31034	Success	2
Plant1	Raw_02	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1396.75862	1128.75588	Smooth					1.00000	1.00000	1.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	1841.18182	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00953	0.00000	0.00000	998.68241	19.04337	999.18241	19.05290	1998.36483	Success	2
Plant1	Raw_01	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1163.96552	940.62990	Smooth						1.00000	1.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	1534.31818	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.01430	0.00000	0.00000	832.23534	7.93474	833.73534	7.94904	833.73534	Success	2
Plant1	000002	PERIOD_002	0	1	0.95000	0.00000	Type1	3079.00000	6921.00000	0.00000	10000.00000	14.31887	1430.13699	11.00000	698.37931	564.37794	Smooth					0.00000	10.00000	11.00000	1.00000	R,Q	10761.00000	1.00000	0.95000		0.95002	Normal	7682.17241	1871.82986	39.08706	3118.41464	920.59091	Single	10761.00000	1.00000	10762.00000		10761.00000	10762.00000	0	0	150000.00000	1	0.50000	0.07151	3491.89655	499.38904	0.00000	0.00000	13492.39655	1929.59753	202385.94828	Success	2
Plant1	Raw_03	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	3026.31034	2445.63774	Smooth						1.00000	1.00000	3.00000	R,Q	0	3.00000				Normal	0.00000	0.00000	0.00000	2.00000	3989.22727	Single	0	3.00000	0		0	3.00000	0.00000	0.00000	0.00000	1	1.50000	0.04290	0.00000	0.00000	2163.81190	61.89095	2165.31190	61.93385	6495.93569	Success	2
Plant1	000003	PERIOD_002	0	1	0.95000	0.00000	Type1	4105.00000	5895.00000	0.00000	10000.00000	10.73915	1906.84932	11.00000	931.17241	752.50392	Smooth					0.00000	10.00000	11.00000	1.00000	R,Q	14348.00000	1.00000	0.95000		0.95002	Normal	10242.89655	2495.77315	52.12441	4157.72785	1227.45455	Single	14348.00000	1.00000	14349.00000		14348.00000	14349.00000	0	0	200000.00000	1	0.50000	0.09534	4655.86207	887.80274	0.00000	0.00000	14656.36207	2794.74740	293127.24138	Success	2
Raw Material Supplier	Raw_02	PERIOD_002	0	1	0.95000	0.00000	Type1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	1396.75862	1128.75588	Smooth					0.00000	0.00000	0.00000	1.00000	R,Q	0	1.00000				Normal	0.00000	0.00000	0.00000	1.00000	1841.18182	Single	0	1.00000	0		0	1.00000	0.00000	0.00000	0.00000	1	0.50000	0.00953	0.00000	0.00000	0.00000	0.00000	0.50000	0.00953	1.00000	Success	2
