ScenarioID	ScenarioStepNumber	Site	Product	Date	Quantity
0	1	PACK SUPPLIER	PACK_01	01/06/2016	193
0	1	PACK SUPPLIER	PACK_01	01/07/2016	176
0	1	PACK SUPPLIER	PACK_01	01/08/2016	98
0	1	PACK SUPPLIER	PACK_01	01/09/2016	283
0	1	PACK SUPPLIER	PACK_01	01/12/2016	261
0	1	PACK SUPPLIER	PACK_01	01/13/2016	94
0	1	PACK SUPPLIER	PACK_01	01/15/2016	96
0	1	PACK SUPPLIER	PACK_01	01/16/2016	96
0	1	PACK SUPPLIER	PACK_01	01/17/2016	94
0	1	PACK SUPPLIER	PACK_01	01/18/2016	94
0	1	PACK SUPPLIER	PACK_01	01/19/2016	196
0	1	PACK SUPPLIER	PACK_01	01/20/2016	96
0	1	PACK SUPPLIER	PACK_01	01/21/2016	286
0	1	PACK SUPPLIER	PACK_01	01/23/2016	96
0	1	PACK SUPPLIER	PACK_01	01/25/2016	186
0	1	PACK SUPPLIER	PACK_01	01/26/2016	92
0	1	PACK SUPPLIER	PACK_01	01/28/2016	89
0	1	PACK SUPPLIER	PACK_01	01/31/2016	99
0	1	PACK SUPPLIER	PACK_02	01/01/2016	416
0	1	PACK SUPPLIER	PACK_02	01/03/2016	131
0	1	PACK SUPPLIER	PACK_02	01/04/2016	247
0	1	PACK SUPPLIER	PACK_02	01/06/2016	155
0	1	PACK SUPPLIER	PACK_02	01/07/2016	57
0	1	PACK SUPPLIER	PACK_02	01/08/2016	93
0	1	PACK SUPPLIER	PACK_02	01/09/2016	207
0	1	PACK SUPPLIER	PACK_02	01/10/2016	71
0	1	PACK SUPPLIER	PACK_02	01/11/2016	42
0	1	PACK SUPPLIER	PACK_02	01/12/2016	238
0	1	PACK SUPPLIER	PACK_02	01/13/2016	182
0	1	PACK SUPPLIER	PACK_02	01/15/2016	73
0	1	PACK SUPPLIER	PACK_02	01/16/2016	362
0	1	PACK SUPPLIER	PACK_02	01/17/2016	4
0	1	PACK SUPPLIER	PACK_02	01/18/2016	183
0	1	PACK SUPPLIER	PACK_02	01/19/2016	261
0	1	PACK SUPPLIER	PACK_02	01/21/2016	215
0	1	PACK SUPPLIER	PACK_02	01/22/2016	77
0	1	PACK SUPPLIER	PACK_02	01/23/2016	77
0	1	PACK SUPPLIER	PACK_02	01/24/2016	224
0	1	PACK SUPPLIER	PACK_02	01/25/2016	73
0	1	PACK SUPPLIER	PACK_02	01/26/2016	41
0	1	PACK SUPPLIER	PACK_02	01/27/2016	153
0	1	PACK SUPPLIER	PACK_02	01/28/2016	122
0	1	PACK SUPPLIER	PACK_02	01/30/2016	6
0	1	PACK SUPPLIER	PACK_02	01/31/2016	406
0	1	PLANT2	BULK_01	01/01/2016	798
0	1	PLANT2	BULK_01	01/03/2016	414
0	1	PLANT2	BULK_01	01/04/2016	621
0	1	PLANT2	BULK_01	01/06/2016	348
0	1	PLANT2	BULK_01	01/07/2016	233
0	1	PLANT2	BULK_01	01/08/2016	191
0	1	PLANT2	BULK_01	01/09/2016	490
0	1	PLANT2	BULK_01	01/10/2016	71
0	1	PLANT2	BULK_01	01/11/2016	42
0	1	PLANT2	BULK_01	01/12/2016	499
0	1	PLANT2	BULK_01	01/13/2016	276
0	1	PLANT2	BULK_01	01/15/2016	169
0	1	PLANT2	BULK_01	01/16/2016	458
0	1	PLANT2	BULK_01	01/17/2016	98
0	1	PLANT2	BULK_01	01/18/2016	277
0	1	PLANT2	BULK_01	01/19/2016	457
0	1	PLANT2	BULK_01	01/20/2016	96
0	1	PLANT2	BULK_01	01/21/2016	501
0	1	PLANT2	BULK_01	01/22/2016	77
0	1	PLANT2	BULK_01	01/23/2016	173
0	1	PLANT2	BULK_01	01/24/2016	224
0	1	PLANT2	BULK_01	01/25/2016	259
0	1	PLANT2	BULK_01	01/26/2016	133
0	1	PLANT2	BULK_01	01/27/2016	153
0	1	PLANT2	BULK_01	01/28/2016	211
0	1	PLANT2	BULK_01	01/30/2016	6
0	1	PLANT2	BULK_01	01/31/2016	505
0	1	PLANT1	000001	01/01/2016	1596
0	1	PLANT1	000001	01/03/2016	828
0	1	PLANT1	000001	01/04/2016	1242
0	1	PLANT1	000001	01/06/2016	696
0	1	PLANT1	000001	01/07/2016	466
0	1	PLANT1	000001	01/08/2016	382
0	1	PLANT1	000001	01/09/2016	980
0	1	PLANT1	000001	01/10/2016	142
0	1	PLANT1	000001	01/11/2016	84
0	1	PLANT1	000001	01/12/2016	998
0	1	PLANT1	000001	01/13/2016	552
0	1	PLANT1	000001	01/15/2016	338
0	1	PLANT1	000001	01/16/2016	916
0	1	PLANT1	000001	01/17/2016	196
0	1	PLANT1	000001	01/18/2016	554
0	1	PLANT1	000001	01/19/2016	914
0	1	PLANT1	000001	01/20/2016	192
0	1	PLANT1	000001	01/21/2016	1002
0	1	PLANT1	000001	01/22/2016	154
0	1	PLANT1	000001	01/23/2016	346
0	1	PLANT1	000001	01/24/2016	448
0	1	PLANT1	000001	01/25/2016	518
0	1	PLANT1	000001	01/26/2016	266
0	1	PLANT1	000001	01/27/2016	306
0	1	PLANT1	000001	01/28/2016	422
0	1	PLANT1	000001	01/30/2016	12
0	1	PLANT1	000001	01/31/2016	1010
0	1	PLANT1	RAW_02	01/01/2016	4788
0	1	PLANT1	RAW_02	01/03/2016	2484
0	1	PLANT1	RAW_02	01/04/2016	3726
0	1	PLANT1	RAW_02	01/06/2016	2088
0	1	PLANT1	RAW_02	01/07/2016	1398
0	1	PLANT1	RAW_02	01/08/2016	1146
0	1	PLANT1	RAW_02	01/09/2016	2940
0	1	PLANT1	RAW_02	01/10/2016	426
0	1	PLANT1	RAW_02	01/11/2016	252
0	1	PLANT1	RAW_02	01/12/2016	2994
0	1	PLANT1	RAW_02	01/13/2016	1656
0	1	PLANT1	RAW_02	01/15/2016	1014
0	1	PLANT1	RAW_02	01/16/2016	2748
0	1	PLANT1	RAW_02	01/17/2016	588
0	1	PLANT1	RAW_02	01/18/2016	1662
0	1	PLANT1	RAW_02	01/19/2016	2742
0	1	PLANT1	RAW_02	01/20/2016	576
0	1	PLANT1	RAW_02	01/21/2016	3006
0	1	PLANT1	RAW_02	01/22/2016	462
0	1	PLANT1	RAW_02	01/23/2016	1038
0	1	PLANT1	RAW_02	01/24/2016	1344
0	1	PLANT1	RAW_02	01/25/2016	1554
0	1	PLANT1	RAW_02	01/26/2016	798
0	1	PLANT1	RAW_02	01/27/2016	918
0	1	PLANT1	RAW_02	01/28/2016	1266
0	1	PLANT1	RAW_02	01/30/2016	36
0	1	PLANT1	RAW_02	01/31/2016	3030
0	1	PLANT1	RAW_01	01/01/2016	3990
0	1	PLANT1	RAW_01	01/03/2016	2070
0	1	PLANT1	RAW_01	01/04/2016	3105
0	1	PLANT1	RAW_01	01/06/2016	1740
0	1	PLANT1	RAW_01	01/07/2016	1165
0	1	PLANT1	RAW_01	01/08/2016	955
0	1	PLANT1	RAW_01	01/09/2016	2450
0	1	PLANT1	RAW_01	01/10/2016	355
0	1	PLANT1	RAW_01	01/11/2016	210
0	1	PLANT1	RAW_01	01/12/2016	2495
0	1	PLANT1	RAW_01	01/13/2016	1380
0	1	PLANT1	RAW_01	01/15/2016	845
0	1	PLANT1	RAW_01	01/16/2016	2290
0	1	PLANT1	RAW_01	01/17/2016	490
0	1	PLANT1	RAW_01	01/18/2016	1385
0	1	PLANT1	RAW_01	01/19/2016	2285
0	1	PLANT1	RAW_01	01/20/2016	480
0	1	PLANT1	RAW_01	01/21/2016	2505
0	1	PLANT1	RAW_01	01/22/2016	385
0	1	PLANT1	RAW_01	01/23/2016	865
0	1	PLANT1	RAW_01	01/24/2016	1120
0	1	PLANT1	RAW_01	01/25/2016	1295
0	1	PLANT1	RAW_01	01/26/2016	665
0	1	PLANT1	RAW_01	01/27/2016	765
0	1	PLANT1	RAW_01	01/28/2016	1055
0	1	PLANT1	RAW_01	01/30/2016	30
0	1	PLANT1	RAW_01	01/31/2016	2525
0	1	PLANT1	000002	01/01/2016	2394
0	1	PLANT1	000002	01/03/2016	1242
0	1	PLANT1	000002	01/04/2016	1863
0	1	PLANT1	000002	01/06/2016	1044
0	1	PLANT1	000002	01/07/2016	699
0	1	PLANT1	000002	01/08/2016	573
0	1	PLANT1	000002	01/09/2016	1470
0	1	PLANT1	000002	01/10/2016	213
0	1	PLANT1	000002	01/11/2016	126
0	1	PLANT1	000002	01/12/2016	1497
0	1	PLANT1	000002	01/13/2016	828
0	1	PLANT1	000002	01/15/2016	507
0	1	PLANT1	000002	01/16/2016	1374
0	1	PLANT1	000002	01/17/2016	294
0	1	PLANT1	000002	01/18/2016	831
0	1	PLANT1	000002	01/19/2016	1371
0	1	PLANT1	000002	01/20/2016	288
0	1	PLANT1	000002	01/21/2016	1503
0	1	PLANT1	000002	01/22/2016	231
0	1	PLANT1	000002	01/23/2016	519
0	1	PLANT1	000002	01/24/2016	672
0	1	PLANT1	000002	01/25/2016	777
0	1	PLANT1	000002	01/26/2016	399
0	1	PLANT1	000002	01/27/2016	459
0	1	PLANT1	000002	01/28/2016	633
0	1	PLANT1	000002	01/30/2016	18
0	1	PLANT1	000002	01/31/2016	1515
0	1	PLANT1	RAW_03	01/01/2016	10374
0	1	PLANT1	RAW_03	01/03/2016	5382
0	1	PLANT1	RAW_03	01/04/2016	8073
0	1	PLANT1	RAW_03	01/06/2016	4524
0	1	PLANT1	RAW_03	01/07/2016	3029
0	1	PLANT1	RAW_03	01/08/2016	2483
0	1	PLANT1	RAW_03	01/09/2016	6370
0	1	PLANT1	RAW_03	01/10/2016	923
0	1	PLANT1	RAW_03	01/11/2016	546
0	1	PLANT1	RAW_03	01/12/2016	6487
0	1	PLANT1	RAW_03	01/13/2016	3588
0	1	PLANT1	RAW_03	01/15/2016	2197
0	1	PLANT1	RAW_03	01/16/2016	5954
0	1	PLANT1	RAW_03	01/17/2016	1274
0	1	PLANT1	RAW_03	01/18/2016	3601
0	1	PLANT1	RAW_03	01/19/2016	5941
0	1	PLANT1	RAW_03	01/20/2016	1248
0	1	PLANT1	RAW_03	01/21/2016	6513
0	1	PLANT1	RAW_03	01/22/2016	1001
0	1	PLANT1	RAW_03	01/23/2016	2249
0	1	PLANT1	RAW_03	01/24/2016	2912
0	1	PLANT1	RAW_03	01/25/2016	3367
0	1	PLANT1	RAW_03	01/26/2016	1729
0	1	PLANT1	RAW_03	01/27/2016	1989
0	1	PLANT1	RAW_03	01/28/2016	2743
0	1	PLANT1	RAW_03	01/30/2016	78
0	1	PLANT1	RAW_03	01/31/2016	6565
0	1	PLANT1	000003	01/01/2016	3192
0	1	PLANT1	000003	01/03/2016	1656
0	1	PLANT1	000003	01/04/2016	2484
0	1	PLANT1	000003	01/06/2016	1392
0	1	PLANT1	000003	01/07/2016	932
0	1	PLANT1	000003	01/08/2016	764
0	1	PLANT1	000003	01/09/2016	1960
0	1	PLANT1	000003	01/10/2016	284
0	1	PLANT1	000003	01/11/2016	168
0	1	PLANT1	000003	01/12/2016	1996
0	1	PLANT1	000003	01/13/2016	1104
0	1	PLANT1	000003	01/15/2016	676
0	1	PLANT1	000003	01/16/2016	1832
0	1	PLANT1	000003	01/17/2016	392
0	1	PLANT1	000003	01/18/2016	1108
0	1	PLANT1	000003	01/19/2016	1828
0	1	PLANT1	000003	01/20/2016	384
0	1	PLANT1	000003	01/21/2016	2004
0	1	PLANT1	000003	01/22/2016	308
0	1	PLANT1	000003	01/23/2016	692
0	1	PLANT1	000003	01/24/2016	896
0	1	PLANT1	000003	01/25/2016	1036
0	1	PLANT1	000003	01/26/2016	532
0	1	PLANT1	000003	01/27/2016	612
0	1	PLANT1	000003	01/28/2016	844
0	1	PLANT1	000003	01/30/2016	24
0	1	PLANT1	000003	01/31/2016	2020
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/01/2016	4788
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/03/2016	2484
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/04/2016	3726
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/06/2016	2088
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/07/2016	1398
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/08/2016	1146
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/09/2016	2940
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/10/2016	426
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/11/2016	252
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/12/2016	2994
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/13/2016	1656
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/15/2016	1014
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/16/2016	2748
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/17/2016	588
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/18/2016	1662
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/19/2016	2742
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/20/2016	576
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/21/2016	3006
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/22/2016	462
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/23/2016	1038
0	1	RAW MATERIAL SUPPLIER	RAW_02	01/24/2016	1344
