SiteName	ProductName	Date	InventoryLevel	OrderQuantity	OrderInTransit	Demand	ScenarioID	ScenarioStepNumber
MFG	COMPONENT	07/04/2018 00:00:00	2241	0	0	0	0	1
MFG	COMPONENT	07/05/2018 00:00:00	2241	0	0	0	0	1
MFG	COMPONENT	07/06/2018 00:00:00	2241	0	0	0	0	1
MFG	COMPONENT	07/07/2018 00:00:00	2241	0	0	0	0	1
MFG	COMPONENT	07/08/2018 00:00:00	2241	0	0	0	0	1
MFG	COMPONENT	07/09/2018 00:00:00	-3264	5655	5655	5505	0	1
MFG	COMPONENT	07/10/2018 00:00:00	2391	0	0	0	0	1
MFG	COMPONENT	07/11/2018 00:00:00	2391	0	0	0	0	1
MFG	COMPONENT	07/12/2018 00:00:00	2391	0	0	0	0	1
MFG	COMPONENT	07/13/2018 00:00:00	2391	0	0	0	0	1
MFG	COMPONENT	07/14/2018 00:00:00	2391	0	0	0	0	1
MFG	COMPONENT	07/15/2018 00:00:00	2391	0	0	0	0	1
MFG	COMPONENT	07/16/2018 00:00:00	-1017	2563	2563	3408	0	1
MFG	COMPONENT	07/17/2018 00:00:00	1546	0	0	0	0	1
MFG	COMPONENT	07/18/2018 00:00:00	1546	0	0	0	0	1
MFG	COMPONENT	07/19/2018 00:00:00	1546	0	0	0	0	1
MFG	COMPONENT	07/20/2018 00:00:00	1546	0	0	0	0	1
MFG	COMPONENT	07/21/2018 00:00:00	1546	0	0	0	0	1
MFG	COMPONENT	07/22/2018 00:00:00	1546	768	768	0	0	1
MFG	COMPONENT	07/23/2018 00:00:00	-4772	6912	6912	7086	0	1
MFG	COMPONENT	07/24/2018 00:00:00	2140	0	0	0	0	1
MFG	COMPONENT	07/25/2018 00:00:00	2140	0	0	0	0	1
MFG	COMPONENT	07/26/2018 00:00:00	2140	0	0	0	0	1
MFG	COMPONENT	07/27/2018 00:00:00	2140	0	0	0	0	1
MFG	COMPONENT	07/28/2018 00:00:00	2140	0	0	0	0	1
MFG	COMPONENT	07/29/2018 00:00:00	2140	0	0	0	0	1
MFG	COMPONENT	07/30/2018 00:00:00	-1076	3010	3010	3216	0	1
MFG	COMPONENT	07/31/2018 00:00:00	1934	0	0	0	0	1
MFG	COMPONENT	08/01/2018 00:00:00	1934	0	0	0	0	1
MFG	COMPONENT	08/02/2018 00:00:00	1934	0	0	0	0	1
MFG	COMPONENT	08/03/2018 00:00:00	1934	0	0	0	0	1
MFG	COMPONENT	08/04/2018 00:00:00	1934	0	0	0	0	1
MFG	COMPONENT	08/05/2018 00:00:00	1934	0	0	0	0	1
MFG	COMPONENT	08/06/2018 00:00:00	-973	2678	2678	2907	0	1
MFG	COMPONENT	08/07/2018 00:00:00	1705	0	0	0	0	1
MFG	COMPONENT	08/08/2018 00:00:00	1705	0	0	0	0	1
MFG	COMPONENT	08/09/2018 00:00:00	1705	0	0	0	0	1
MFG	COMPONENT	08/10/2018 00:00:00	1705	0	0	0	0	1
MFG	COMPONENT	08/11/2018 00:00:00	1705	0	0	0	0	1
MFG	COMPONENT	08/12/2018 00:00:00	1705	1185	1185	0	0	1
MFG	COMPONENT	08/13/2018 00:00:00	-332	2370	2370	3222	0	1
MFG	COMPONENT	08/14/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	08/15/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	08/16/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	08/17/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	08/18/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	08/19/2018 00:00:00	1084	832	832	954	0	1
MFG	COMPONENT	08/20/2018 00:00:00	-2644	4576	4576	4560	0	1
MFG	COMPONENT	08/21/2018 00:00:00	1932	0	0	0	0	1
MFG	COMPONENT	08/22/2018 00:00:00	1932	0	0	0	0	1
MFG	COMPONENT	08/23/2018 00:00:00	1932	0	0	0	0	1
MFG	COMPONENT	08/24/2018 00:00:00	1932	0	0	0	0	1
MFG	COMPONENT	08/25/2018 00:00:00	1932	0	0	0	0	1
MFG	COMPONENT	08/26/2018 00:00:00	1932	0	0	0	0	1
MFG	COMPONENT	08/27/2018 00:00:00	-4779	6824	6824	6711	0	1
MFG	COMPONENT	08/28/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	08/29/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	08/30/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	08/31/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/01/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/02/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/03/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/04/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/05/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/06/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/07/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/08/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/09/2018 00:00:00	2045	0	0	0	0	1
MFG	COMPONENT	09/10/2018 00:00:00	-3778	6105	6105	5823	0	1
MFG	COMPONENT	09/11/2018 00:00:00	2327	0	0	0	0	1
MFG	COMPONENT	09/12/2018 00:00:00	2327	0	0	0	0	1
MFG	COMPONENT	09/13/2018 00:00:00	2327	0	0	0	0	1
MFG	COMPONENT	09/14/2018 00:00:00	2327	0	0	0	0	1
MFG	COMPONENT	09/15/2018 00:00:00	2327	0	0	0	0	1
MFG	COMPONENT	09/16/2018 00:00:00	2327	0	0	0	0	1
MFG	COMPONENT	09/17/2018 00:00:00	-1612	3450	3450	3939	0	1
MFG	COMPONENT	09/18/2018 00:00:00	1838	0	0	0	0	1
MFG	COMPONENT	09/19/2018 00:00:00	1838	0	0	0	0	1
MFG	COMPONENT	09/20/2018 00:00:00	1838	0	0	0	0	1
MFG	COMPONENT	09/21/2018 00:00:00	1838	0	0	0	0	1
MFG	COMPONENT	09/22/2018 00:00:00	1838	0	0	0	0	1
MFG	COMPONENT	09/23/2018 00:00:00	-1483	3880	3880	3321	0	1
MFG	COMPONENT	09/24/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	09/25/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	09/26/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	09/27/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	09/28/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	09/29/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	09/30/2018 00:00:00	2397	0	0	0	0	1
MFG	COMPONENT	10/01/2018 00:00:00	366	1209	1209	2031	0	1
MFG	COMPONENT	10/02/2018 00:00:00	1575	0	0	0	0	1
MFG	COMPONENT	10/03/2018 00:00:00	1575	0	0	0	0	1
MFG	COMPONENT	10/04/2018 00:00:00	1575	0	0	0	0	1
MFG	COMPONENT	10/05/2018 00:00:00	1575	0	0	0	0	1
MFG	COMPONENT	10/06/2018 00:00:00	1575	0	0	0	0	1
MFG	COMPONENT	10/07/2018 00:00:00	1575	773	773	0	0	1
MFG	COMPONENT	10/08/2018 00:00:00	-319	2319	2319	2667	0	1
MFG	COMPONENT	10/09/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/10/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/11/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/12/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/13/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/14/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/15/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/16/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/17/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/18/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/19/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/20/2018 00:00:00	2000	0	0	0	0	1
MFG	COMPONENT	10/21/2018 00:00:00	41	1530	1530	1959	0	1
MFG	COMPONENT	10/22/2018 00:00:00	-3829	5508	5508	5400	0	1
MFG	COMPONENT	10/23/2018 00:00:00	1679	0	0	0	0	1
MFG	COMPONENT	10/24/2018 00:00:00	1679	0	0	0	0	1
MFG	COMPONENT	10/25/2018 00:00:00	1679	0	0	0	0	1
MFG	COMPONENT	10/26/2018 00:00:00	1679	0	0	0	0	1
MFG	COMPONENT	10/27/2018 00:00:00	1679	0	0	0	0	1
MFG	COMPONENT	10/28/2018 00:00:00	1679	0	0	0	0	1
MFG	COMPONENT	10/29/2018 00:00:00	-1897	3584	3584	3576	0	1
MFG	COMPONENT	10/30/2018 00:00:00	1687	0	0	0	0	1
MFG	COMPONENT	10/31/2018 00:00:00	1687	0	0	0	0	1
MFG	COMPONENT	11/01/2018 00:00:00	1687	0	0	0	0	1
MFG	COMPONENT	11/02/2018 00:00:00	1687	0	0	0	0	1
MFG	COMPONENT	11/03/2018 00:00:00	1687	0	0	0	0	1
MFG	COMPONENT	11/04/2018 00:00:00	1687	1098	1098	0	0	1
MFG	COMPONENT	11/05/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/06/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/07/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/08/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/09/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/10/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/11/2018 00:00:00	2785	0	0	0	0	1
MFG	COMPONENT	11/12/2018 00:00:00	1159	359	359	1626	0	1
MFG	COMPONENT	11/13/2018 00:00:00	1518	0	0	0	0	1
MFG	COMPONENT	11/14/2018 00:00:00	1518	0	0	0	0	1
MFG	COMPONENT	11/15/2018 00:00:00	1518	0	0	0	0	1
MFG	COMPONENT	11/16/2018 00:00:00	1518	0	0	0	0	1
MFG	COMPONENT	11/17/2018 00:00:00	1518	0	0	0	0	1
MFG	COMPONENT	11/18/2018 00:00:00	1518	1212	1212	0	0	1
MFG	COMPONENT	11/19/2018 00:00:00	-384	2424	2424	3114	0	1
MFG	COMPONENT	11/20/2018 00:00:00	2040	0	0	0	0	1
MFG	COMPONENT	11/21/2018 00:00:00	2040	0	0	0	0	1
MFG	COMPONENT	11/22/2018 00:00:00	2040	0	0	0	0	1
MFG	COMPONENT	11/23/2018 00:00:00	2040	0	0	0	0	1
MFG	COMPONENT	11/24/2018 00:00:00	2040	0	0	0	0	1
MFG	COMPONENT	11/25/2018 00:00:00	2040	0	0	0	0	1
MFG	COMPONENT	11/26/2018 00:00:00	927	886	886	1113	0	1
MFG	COMPONENT	11/27/2018 00:00:00	1813	0	0	0	0	1
MFG	COMPONENT	11/28/2018 00:00:00	1813	0	0	0	0	1
MFG	COMPONENT	11/29/2018 00:00:00	1813	0	0	0	0	1
MFG	COMPONENT	11/30/2018 00:00:00	1813	0	0	0	0	1
MFG	COMPONENT	12/01/2018 00:00:00	1813	0	0	0	0	1
MFG	COMPONENT	12/02/2018 00:00:00	-1586	3624	3624	3399	0	1
MFG	COMPONENT	12/03/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/04/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/05/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/06/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/07/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/08/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/09/2018 00:00:00	2038	0	0	0	0	1
MFG	COMPONENT	12/10/2018 00:00:00	-3383	5725	5725	5421	0	1
MFG	COMPONENT	12/11/2018 00:00:00	2342	0	0	0	0	1
MFG	COMPONENT	12/12/2018 00:00:00	2342	0	0	0	0	1
MFG	COMPONENT	12/13/2018 00:00:00	2342	0	0	0	0	1
MFG	COMPONENT	12/14/2018 00:00:00	2342	0	0	0	0	1
MFG	COMPONENT	12/15/2018 00:00:00	2342	0	0	0	0	1
MFG	COMPONENT	12/16/2018 00:00:00	2342	0	0	0	0	1
MFG	COMPONENT	12/17/2018 00:00:00	-472	2384	2384	2814	0	1
MFG	COMPONENT	12/18/2018 00:00:00	1912	0	0	0	0	1
MFG	COMPONENT	12/19/2018 00:00:00	1912	0	0	0	0	1
MFG	COMPONENT	12/20/2018 00:00:00	1912	0	0	0	0	1
MFG	COMPONENT	12/21/2018 00:00:00	1912	0	0	0	0	1
MFG	COMPONENT	12/22/2018 00:00:00	1912	0	0	0	0	1
MFG	COMPONENT	12/23/2018 00:00:00	1912	0	0	0	0	1
MFG	COMPONENT	12/24/2018 00:00:00	-785	2920	2920	2697	0	1
MFG	COMPONENT	12/25/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	12/26/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	12/27/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	12/28/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	12/29/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	12/30/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	12/31/2018 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/01/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/02/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/03/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/04/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/05/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/06/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/07/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/08/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/09/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/10/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/11/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/12/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/13/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/14/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/15/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/16/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/17/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/18/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/19/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/20/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/21/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/22/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/23/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/24/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/25/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/26/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/27/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/28/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/29/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/30/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	01/31/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/01/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/02/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/03/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/04/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/05/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/06/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/07/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/08/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/09/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/10/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/11/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/12/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/13/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/14/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/15/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/16/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/17/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/18/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/19/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/20/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/21/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/22/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/23/2019 00:00:00	2135	0	0	0	0	1
MFG	COMPONENT	02/24/2019 00:00:00	-133	2240	2240	2268	0	1
MFG	COMPONENT	02/25/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	02/26/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	02/27/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	02/28/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/01/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/02/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/03/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/04/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/05/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/06/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/07/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/08/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/09/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/10/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/11/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/12/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/13/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/14/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/15/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/16/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/17/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/18/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/19/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/20/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/21/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/22/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/23/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/24/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/25/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/26/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/27/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/28/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/29/2019 00:00:00	2107	0	0	0	0	1
MFG	COMPONENT	03/30/2019 00:00:00	2107	0	0	0	0	1
